OMEGAWIKI	FGLOSS	SEEALSO	GLOSS	SEMANTICFIELD	DEFINITION	POS	WOLD
6341	bowl	-	BOWL	Food and drink	A roughly hemispherical container used to hold, mix or present food, such as salad, fruit or soup, or other items.	Noun	5.33
5910	bread	-	BREAD	Food and drink	A common food made mainly from flour, water and yeast and produced by kneading and baking a dough.	Noun	5.51
5787	breakfast	-	BREAKFAST	Food and drink	The first meal of the day, usually eaten in the morning.	Noun	5.42
908269	bunch	-	BUNCH	Food and drink	A group of things fastened or growing together.	Noun	5712
5505	butter	-	BUTTER	Food and drink	A soft, fatty foodstuff that is made by churning the cream of milk (most often cows milk).	Noun	5.89
344475	cabbage	-	CABBAGE	Food and drink	An edible plant, Brassica oleracea, with many varieties.	Noun	-
6435	cheese	-	CHEESE	Food and drink	A curdled or cultured milk product.	Noun	5.88
1510493	chew	-	CHEW	Food and drink	To crush with the teeth by repeated closing and opening of the jaws; done to food to soften it and break it down by the action of saliva before it is swallowed.	Verb	5.18
1541232	chicha	-	CHICHA	Food and drink	a beverage made from fermented corn in South and Central America.	Noun	-
392603	chili	-	CHILI PEPPER	Food and drink	Any fruit of a plant of the botanical genus Capsicum, noted for their spicy and burning flavour due to presence of capsaicin.	Noun	5821
392603	pepper	-	CHILI PEPPER	Food and drink	Any fruit of a plant of the botanical genus Capsicum, noted for their spicy and burning flavour due to presence of capsaicin.	Noun	5821
1260643	choke	-	CHOKE	Food and drink	To squeeze the neck in order to compress the carotide and/or trachea, possibly leading to unconsciousness or death.	Verb	5.19
941235	chopsticks	-	CHOPSTICKS	Food and drink	A pair of small equal-length tapered sticks, which are generally believed to have originated in ancient China, and are the traditional eating utensils of China, Japan, Korea, Taiwan, and Vietnam.	Noun	-
479132	cook	-	COOK	Food and drink	To prepare a meal or a single dish.	Verb	5.21
1505768	cooked	-	COOKED	Food and drink	Contrasting with 'raw'.	Adjective	5121
538459	cooked	-	COOKED RICE	Food and drink	Boiled rice.	Noun	-
538459	rice	-	COOKED RICE	Food and drink	Boiled rice.	Noun	-
632491	crush	-	CRUSH	Food and drink	To tighten (something) so strongly that it loses the form and the original consistency	Verb	5.56
154685	cup	-	CUP	Food and drink	A concave vessel for holding liquid, generally adorned with either a handle or a stem	Noun	5.35
7654	dinner	-	DINNER, SUPPER	Food and drink	A meal that is eaten in the late afternoon or evening daily.	Noun	5.44;5.45
7654	supper	-	DINNER, SUPPER	Food and drink	A meal that is eaten in the late afternoon or evening daily.	Noun	5.44;5.45
154785	dish	-	DISH	Food and drink	A vessel such as a plate for holding or serving food, often flat with a depressed region in the middle.	Noun	5.31
1505807	dough	-	DOUGH	Food and drink	A mixture of flour and water ready to be baked into bread, pastry etc.	Noun	5.53
1166811	draw	-	DRAW MILK	Food and drink	To draw milk from (a mammal, especially a cow).	Verb	5.87
1166811	milk	-	DRAW MILK	Food and drink	To draw milk from (a mammal, especially a cow).	Verb	5.87
5991	drink	-	DRINK, ACTION	Food and drink	To consume a liquid through the mouth.	Verb	5.13
5991	action	-	DRINK, ACTION	Food and drink	To consume a liquid through the mouth.	Verb	5.13
339	drink	-	DRINK, OBJECT	Food and drink	Any one of various liquids for drinking.	Noun	5.9
339	object	-	DRINK, OBJECT	Food and drink	Any one of various liquids for drinking.	Noun	5.9
5827	eat	6596	EAT	Food and drink	To consume something solid or semi-solid (usually food) by putting it into the mouth and eventually swallowing it.	Verb	5.11
340828	egg	-	EGG	Food and drink	Egg (either fertilized or not) from domesticated birds, most commonly hens, seen as food.	Noun	5.97
1407	famine	-	FAMINE	Food and drink	A severe shortage of food, as through crop failure or over population. It may be due to poor harvests following drought, floods, earthquake, war, social conflict, etc.	Noun	5141
5624	fat	-	FAT	Food and drink	The ester of glycerol and one, two, or three fatty acids.	Noun	5791
1525942	fermented	-	FERMENTED DRINK	Food and drink	A fermented drink is a beverage containing alcohol because of a metabolic process that converts sugar to acids, gases and/or alcohol (e.g. beer or wine).	Noun	5.94
1525942	drink	-	FERMENTED DRINK	Food and drink	A fermented drink is a beverage containing alcohol because of a metabolic process that converts sugar to acids, gases and/or alcohol (e.g. beer or wine).	Noun	5.94
1510497	fig	-	FIG	Food and drink	The fruit of the fig tree, pear-shaped and containing many small seeds.	Noun	5.75
6539	flour	-	FLOUR	Food and drink	Ground or milled grain or cereal.	Noun	5.55
1505	food	-	FOOD	Food and drink	A substance that can be ingested and utilized by the organism as a source of nutrition and energy.	Noun	5.12
5673	fork	-	FORK	Food and drink	A utensil with spikes used to put solid food into the mouth.	Noun	5.39
6280	fruit	-	FRUIT	Food and drink	A botanical fruit that can be eaten raw used as food	Noun	5.71
425934	fry	-	FRY	Food and drink	To cook in hot fat.	Verb	5.23
393668	grape	-	GRAPE	Food and drink	A small, round, smooth-skinned edible fruit, usually purple, red, or green, that grows in bunches on certain vines.	Noun	5.76
1510501	grease	-	GREASE	Food and drink	Animal fat in a melted or soft state; a semisolid lubricant.	Noun	5791
441895	grind	-	GRIND	Food and drink	To break something into small pieces by pressing it flat, or grinding it to powder.	Verb	5.56
518406	gruel	-	GRUEL	Food and drink	A hot breakfast cereal dish made from oatmeal, milk and, or water heated and stirred until thick.	Noun	-
404630	honey	-	HONEY	Food and drink	A viscous, sweet substance produced from nectar or honeydew by bees.	Noun	5.84
1505778	jug	-	JUG	Food and drink	A container for holding and pouring liquids with a handle and a spout.	Noun	5.34
6249	juice	-	JUICE	Food and drink	The liquid that is produced by squeezing or crushing fruits or vegetables.	Noun	-
361382	kettle	-	KETTLE	Food and drink	A metal container used to boil any kind of liquid.	Noun	5.27
1505815	knead	-	KNEAD	Food and drink	To press a dough many times with one's hands.	Verb	5.54
5873	knife	-	KNIFE	Food and drink	A utensil consisting of a sharpened piece of hard material such as steel or other metal, ceramic, glass or stone, usually attached to a handle, that is formed in a manner that allows for cutting softer materials, especially meat or other food.	Noun	5.38;9.23
358484	liquor	-	LIQUOR	Food and drink	Alcoholic beverage containing more than 20 percent alcohol.	Noun	-
343542	lunch	-	LUNCH	Food and drink	Meal usually eaten at midday.	Noun	5.43
1526633	manioc	-	MANIOC BREAD	Food and drink	Bread made of the roots of the cassava plant.	Noun	5983
1526633	bread	-	MANIOC BREAD	Food and drink	Bread made of the roots of the cassava plant.	Noun	5983
403676	mead	-	MEAD	Food and drink	Wine made of honey.	Noun	5.91
6332	meal	-	MEAL	Food and drink	Food that is prepared and eaten, usually at a specific time.	Noun	5.41
2300	meat	-	MEAT	Food and drink	The edible flesh of animals, especially that of mammals.	Noun	5.61
2358	milk	-	MILK, FLUID	Food and drink	The whitish fluid secreted by the mammary gland for the nourishment of the young; composed of carbohydrates, proteins, fats, mineral salts, vitamins, and antibodies.	Noun	5.86
2358	fluid	-	MILK, FLUID	Food and drink	The whitish fluid secreted by the mammary gland for the nourishment of the young; composed of carbohydrates, proteins, fats, mineral salts, vitamins, and antibodies.	Noun	5.86
2359	mill	-	MILL	Food and drink	A building where grain is crushed into flour.	Noun	5.57
1454028	mortar	-	MORTAR CRUSHER	Food and drink	A bowl used to crush and grind ingredients with a pestle.	Noun	5.58
1454028	crusher	-	MORTAR CRUSHER	Food and drink	A bowl used to crush and grind ingredients with a pestle.	Noun	5.58
419869	noodle	-	NOODLE	Food and drink	A string or strip of pasta, especially as used in Chinese and Italian cookery.	Noun	-
1403728	nut	-	NUT	Food and drink	A hard-shelled seed.	Noun	5.77
6195	oil	-	OIL	Food and drink	Fat in a liquid form.	Noun	5.79
512617	olive	-	OLIVE	Food and drink	The small oval fruit of the olive tree, Olea europaea.	Noun	5.78
5053	oven	-	OVEN	Food and drink	An enclosed heated compartment usually lined with a refractory material used for drying substances, firing ceramics, heat-treating, etc.	Noun	5.25
1071911	pan	-	PAN	Food and drink	Cooking utensil relatively flat, having a handle, used to cook food such as meat, vegetables or eggs, usually in oil or butter.	Noun	5.28
1505825	peel	-	PEEL	Food and drink	To remove the skin from food or vegetables.	Verb	5.46
5960	pepper	-	PEPPER	Food and drink	A spice prepared from the fermented, dried, unripe red berries of the pepper plant.	Noun	5.82
1454217	pestle	-	PESTLE	Food and drink	A heavy cylindrical object with a rounded end used for crushing and grinding.	Noun	5.59
1238556	pitcher	-	PITCHER	Food and drink	A container shaped like a vase with a handle and a spout used to serve liquids.	Noun	5.34
154781	plate	-	PLATE	Food and drink	A dish on which food is served or from which food is eaten.	Noun	5.32
6086	pot	-	POT	Food and drink	A generic kitchen utensil used for cooking food by boiling, frying or other methods.	Noun	5.26
160661	potato	-	POTATO	Food and drink	A tuberous plant, Solanum tuberosum, often eaten as a starchy vegetable, particularly in the Americas and Europe.	Noun	5.7
899678	raw	-	RAW	Food and drink	That has not been cooked (food).	Adjective	5122
1378364	ripe	-	RIPE	Food and drink	(Of fruits, seeds, etc.) Having reached the stage of development suitable for harvesting and eating.	Adjective	5123
903088	roast	-	ROAST	Food and drink	To expose to heat without adding fat or water until it is cooked, has a brown crust and becomes crispy.	Verb	5.23
7031	rotten	5826	ROTTEN	Food and drink	Having changed its colour, smell or composition (partially or completely), due to being attacked and decomposed by microorganisms (relating to organic matter).	Adjective	5125
5599	salt	-	SALT	Food and drink	A condiment (NaCl - Sodium Chloride) used to add to or enhance the flavour of food (commonly with pepper).	Noun	5.81
1275504	sauce	-	SAUCE	Food and drink	A liquid food accompanying a dish.	Noun	-
1505792	saucer	-	SAUCER	Food and drink	A small dish for placing a cup.	Noun	5.36
8105	sausage	-	SAUSAGE	Food and drink	A length of intestine, stuffed with ground (organ) meat, and other ingredients. Instead of intestines, a different kind of wrapper can be used.	Noun	5.63
7152	scrape	-	SCRAPE	Food and drink	To move an object against another object such that abrasion or minor cutting occurs.	Verb	5.48
1160828	sieve	-	SIEVE	Food and drink	To separate by passing through a sieve or other straining device to separate out coarser elements.	Verb	5.47
6390	soup	-	SOUP	Food and drink	A cooked, liquid dish (made from meat or vegetables that are mixed with broth in a pot) that is often sold in tins.	Noun	5.64
909894	soya	-	SOYA SAUCE	Food and drink	Sauce made from soybeans (soya beans), roasted grain, water and salt and is used as flavoring mainly in Asian cuisine.	Noun	-
909894	sauce	-	SOYA SAUCE	Food and drink	Sauce made from soybeans (soya beans), roasted grain, water and salt and is used as flavoring mainly in Asian cuisine.	Noun	-
420508	spinach	-	SPINACH	Food and drink	An important leaf vegetable, grown throughout the temperate regions of the world.	Noun	-
5944	spoon	-	SPOON	Food and drink	An implement for eating or serving, a small bowl with a long straight handle.	Noun	5.37
334889	stir	-	STIR	Food and drink	To stir two or more substances together.	Verb	5.49
6027	suck	-	SUCK	Food and drink	To draw in a substance by creating a practical vacuum in the mouth, and as a result a difference in pressure.	Verb	5.16
3664	sugar	-	SUGAR	Food and drink	A sweet crystalline or powdered substance, white when pure, consisting of sucrose obtained mainly from sugar cane and sugar beets and used in many foods, drinks, and medicines to improve their taste.	Noun	5.85
380335	swallow	-	SWALLOW	Food and drink	The reflex in the human body that makes something pass from the mouth to the pharynx and into the esophagus, with the shutting of the epiglottis.	Verb	5181
982997	to	-	TO MIX	Food and drink	To mix together different elements.	Verb	5.49
982997	mix	-	TO MIX	Food and drink	To mix together different elements.	Verb	5.49
402886	to	-	TO STRAIN	Food and drink	To separate or isolate components from one another with the help of a filter.	Verb	5.47
402886	strain	-	TO STRAIN	Food and drink	To separate or isolate components from one another with the help of a filter.	Verb	5.47
423688	tomato	-	TOMATO	Food and drink	The savoury fruit of the Solanum lycopersicum, red when ripe.	Noun	-
