OMEGAWIKI	WOLD	GLOSS	SEMANTICFIELD	DEFINITION	POS
496889	2.942	WE	Kinship	exclusive "we": I and at least one other person, but not the addressed person (you)(pronoun 1st person plural without 2nd person)	Function word
496905	2.941	WE	Kinship	inclusive "we": I and at least one other person, including the addressed person(s)(pronoun 1st person plural with 2nd person)	Function word
6555	4.82	WEAK	The body	Lacking in force or ability.	Adjective
4128	20.21	WEAPONS	Warfare and hunting	An instrument of attack or defense in combat, as a gun, missile, or sword.	Noun
4129	1.78	WEATHER	The physical world	The day-to-day meteorological conditions, especially temperature, cloudiness, and rainfall, affecting a specific place.	Noun
1280854	6.33	WEAVE	Clothing and grooming	To make, as fabric, by enterlacing threads.	Verb
5532	2.34	WEDDING	Kinship	A ceremony celebrating the beginning of a marriage, during which the marrying parties exchanges vows.	Noun
6990	14.65	WEDNESDAY	Time	The third day of the week in Europe and in systems using the ISO 8601 norm; the fourth day of the week in the United States of America.	Noun
6145	14.61	WEEK	Time	A period of seven days.	Noun
478489	11.92	WEIGH	Possession	To determine the weight of an object.	Verb
4138	1.37	WELL	The physical world	A hole dug into the earth to reach a supply of water, oil, brine or gas.	Noun
7537	12.46	WEST	Spatial relations	One of the four principal compass points, specifically 270°, conventionally directed to the left on maps. The direction of the setting sun.	Noun
7027	15.83	WET	Sense perception	Covered with or impregnated with liquid.	Adjective
4147	3.663	WHALE	Animals	Large marine mammals of the order Cetacea; the body is streamlined, the broad flat tail is used for propulsion, and the limbs are balancing structures.	Noun
5491	17.64	WHAT	Cognition	Which thing.	Function word
466721	8.43	WHEAT	Agriculture and vegetation	Plant belonging to genus Triticum and to family Poaceae (also known as Gramineae).	Noun
335923	10.76	WHEEL	Motion	A circular object that spins around a central axe thereby allowing relatively low-friction movement.	Noun
5493	17.65	WHEN	Cognition	at what time	Function word
5492	17.66	WHERE	Cognition	At what place?	Function word
1507439	9.93	WHETSTONE	Basic actions and technology	Before cutting the meat, he sharpened his knife with a whetstone.	Noun
338269	17.67	WHICH	Cognition	What one or ones (of those mentioned or implied).	Function word
934369	1.362	WHIRLPOOL	The physical world	A rapidly rotating body of water.	Noun
1107650	18.15	WHISPER	Speech and language	To speak in a quiet voice, without vibration of the vocal cords.	Verb
440386	18.17	WHISTLE	Speech and language	To make a sound or a melody by forcing the breath out between closed lips.	Verb
5825	15.64	WHITE	Sense perception	Bright and colourless; reflecting equal quantities of all frequencies of visible light.	Adjective
5490	17.68	WHO	Cognition	What person or people; which person or people.	Function word
5572	17.69	WHY	Cognition	For what reason.	Function word
5502	12.61	WIDE	Spatial relations	Having a long distance or area between two points, especially horizontally.	Adjective
711582	2.76	WIDOW	Kinship	A woman whose spouse has died.	Noun
933133	2.77	WIDOWER	Kinship	A man whose spouse has died.	Noun
5429	2.32	WIFE	Kinship	A married woman.	Noun
4160	1.72	WIND	The physical world	The motion of air relative to the earth's surface; usually means horizontal air motion, as distinguished from vertical motion.	Noun
5932	7.25	WINDOW	The house	An opening, usually covered by one or more panes of clear glass, to allow light from outside to enter a building or vehicle.	Noun
6329	5.92	WINE	Food and drink	An alcoholic beverage made by fermenting juice of grapes.	Noun
5528	4.392	WING	The body	The appendage of an animal's (bird, bat, insect) body that enables it to fly in the air.	Noun
6147	14.74	WINTER	Time	Traditionally, the fourth of the seasons, marked by the applicable hemisphere of the planet being at its minimum angle of exposure to the Sun, resulting in short days, long nights and typically in low temperatures.	Noun
6070	9.311	WIPE	Basic actions and technology	To move an object or utensil over a surface or other object while maintaining contact, in order that a substance be removed from its surface.	Verb
334990	17.21	WISE	Cognition	Showing good judgement or the benefit of experience.	Adjective
353642	22.43	WITCH	Religion and belief	A female person who uses magic.	Noun
5844	24.04	WITH	Miscellaneous function words	In the company of	Function word
6166	24.03	WITHOUT	Miscellaneous function words	Not having, containing, characteristic of, etc.	Function word
506244	21.23	WITNESS	Law	Someone who has a personal knowledge of something.	Noun
158033	3.71	WOLF	Animals	A large wild canid (Canidae), closely related to the dog.	Noun
4165	2.22	WOMAN	Kinship	An adult human member of the sex that produces ova and bears young.	Noun
348317	4.47	WOMB	The body	The major female reproductive organ of most mammals, including humans. It is a large muscle enveloping the phoetus during pregnancy.	Noun
741520	1.43	WOOD	The physical world	The substance making up the central part of the trunk and branches of a tree. Used as a material for construction, to manufacture various items, etc. or as fuel.	Noun
4168	1.41	WOODS	The physical world	A dense growth of trees more extensive than a grove and smaller than a forest.	Noun
4174	6.22	WOOL	Clothing and grooming	The soft, curly hair that forms the fleece of sheep, lamas and other animals and which is used to produce clothing.	Noun
6551	18.26	WORD	Speech and language	A distinct unit of language (sounds in speech or written letters) with a particular meaning, composed of one or more morphemes, and also of one or more phonemes that determine its sound pattern.	Noun
4228	9.12	WORK	Basic actions and technology	Productive activity, service, trade, or craft for which one is regularly paid.	Noun
691207	23.58	WORKSHOP	Modern world	a room or building in which work, especially mechanical work, is carried on.	Noun
4181	1.1	WORLD	The physical world	The Earth with all its inhabitants and all things upon it.	Noun
5466	3.84	WORM	Animals	A generally tubular invertebrate of the annelid phylum.	Noun
1505545	22.16	WORSHIP	Religion and belief	To show devotion to (a deity).	Verb
480931	4.85	WOUND	The body	A type of injury in which in skin or tisue is torn, cut,  punctured or otherwise hurt.	Noun
483089	10.14	WRAP	Motion	To surround on all sides.	Verb
1511065	15.89	WRINKLED	Sense perception	Uneven, with many furrows and prominent points, often in reference to the skin or hide of animals.	Adjective
348173	4.321	WRIST	The body	The flexible and narrower connection between the forearm and the hand.	Noun
6891	18.51	WRITE	Speech and language	To form (letters, words or symbols) on a surface in order to communicate.	Verb
5971	16.74	WRONG	Emotions and values	Contradicting the facts.	Adjective
1526651	8.912	YAM	Agriculture and vegetation	It is the common name for a versatile vegetable which is mainly grown in West Africa, Asia and Latin America.	Noun
339642	7.15	YARD	The house	A small, usually uncultivated area adjoining or within the precincts of a house or other building.	Noun
441371	4.52	YAWN	The body	To open the mouth widely and take a long, deep breath because of tiredness or boredom.	Verb
5478	14.73	YEAR	Time	The time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).	Noun
6031	15.69	YELLOW	Sense perception	Having the colour of a yolk, a lemon or gold.	Adjective
5567	17.55	YES	Cognition	A word used to show agreement or affirmation of something.	Function word
525186	14.49	YESTERDAY	Time	The day before today.	Function word
1031313	10.78	YOKE	Motion	A device for joining together a pair of draft animals.	Noun
6404	5.971	YOLK	Food and drink	The yellow, spherical part of an egg that is surrounded by the white albumen, and serves as nutriment for the growing young.	Noun
5456	2.95	YOU	Kinship	The group of persons addressed.	Function word
5445	14.14	YOUNG	Time	In the early part of growth or life.	Adjective
1148249	2.251	YOUNG MAN	Kinship	A male juvenile between the onset of puberty and maturity; in the state of development between puberty and maturity.	Noun
1148254	2.261	YOUNG WOMAN	Kinship	A female juvenile between the onset of puberty and maturity; in the state of development between puberty and maturity.	Noun
7131	2.445	YOUNGER BROTHER	Kinship	A male with fewer years of age than one or more of his siblings.	Noun
1539816	2.4562	YOUNGER SIBLING	Kinship	A person who is born after another person who has the same parents.	Noun
7132	2.455	YOUNGER SISTER	Kinship	A female who is younger than one or more of her siblings.	Noun
5653	13	ZERO	Quantity	The cardinal number that denotes no quantity or amount at all.	Function word
